holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,road_name,road_type,traffic_volume
,19.83,0.0,0.0,6,Clear,clear sky,11/19/2022 17:00,C3 District,Internal,1001
,19.61,0.0,0.0,58,Clouds,scattered clouds,11/19/2022 18:00,C3 District,Internal,1149
,22.53,0.0,0.0,32,Clouds,scattered clouds,11/19/2022 19:00,C3 District,Internal,964
,20.69,0.0,0.0,21,Clouds,few clouds,11/19/2022 20:00,C3 District,Internal,948
,21.34,0.0,0.0,1,Clear,clear sky,11/19/2022 21:00,C3 District,Internal,992
,17.45,0.0,0.0,2,Clear,clear sky,11/19/2022 22:00,C3 District,Internal,696
,19.16,0.0,0.0,22,Clouds,scattered clouds,11/19/2022 23:00,C3 District,Internal,517
,19.84,0.0,0.0,6,Clear,clear sky,11/20/2022 00:00,C3 District,Internal,103
,16.82,0.0,0.0,24,Clouds,scattered clouds,11/20/2022 01:00,C3 District,Internal,89
,15.34,0.0,0.0,3,Clear,clear sky,11/20/2022 02:00,C3 District,Internal,61
,13.84,0.0,0.0,3,Clear,clear sky,11/20/2022 03:00,C3 District,Internal,66
,14.49,2.7,0.0,86,Rain,light rain,11/20/2022 04:00,C3 District,Internal,68
,10.93,0.0,0.0,12,Clear,clear sky,11/20/2022 05:00,C3 District,Internal,147
,11.6,0.0,0.0,14,Clear,clear sky,11/20/2022 06:00,C3 District,Internal,337
,9.12,0.0,0.0,11,Clear,clear sky,11/20/2022 07:00,C3 District,Internal,648
,9.96,0.0,0.0,0,Clear,clear sky,11/20/2022 08:00,C3 District,Internal,1118
,11.02,0.0,0.0,48,Clouds,scattered clouds,11/20/2022 09:00,C3 District,Internal,1081
,10.51,1.2,0.0,68,Rain,light rain,11/20/2022 10:00,C3 District,Internal,810
,11.63,0.0,0.0,52,Clouds,scattered clouds,11/20/2022 11:00,C3 District,Internal,942
,13.2,0.0,0.0,52,Clouds,scattered clouds,11/20/2022 12:00,C3 District,Internal,861
,12.49,0.0,0.0,46,Clouds,broken clouds,11/20/2022 13:00,C3 District,Internal,1050
,15.86,0.0,0.0,9,Clear,clear sky,11/20/2022 14:00,C3 District,Internal,859
,13.76,0.0,0.0,11,Clear,clear sky,11/20/2022 15:00,C3 District,Internal,852
,15.52,0.0,0.0,1,Clear,clear sky,11/20/2022 16:00,C3 District,Internal,764
,17.49,0.0,0.0,4,Clear,clear sky,11/20/2022 17:00,C3 District,Internal,876
,20.34,0.0,0.0,0,Clear,clear sky,11/20/2022 18:00,C3 District,Internal,617
,20.89,0.0,0.0,59,Clouds,scattered clouds,11/20/2022 19:00,C3 District,Internal,507
,20.35,0.0,0.0,24,Clouds,scattered clouds,11/20/2022 20:00,C3 District,Internal,399
,19.67,0.0,0.0,12,Clear,clear sky,11/20/2022 21:00,C3 District,Internal,283
,20.1,0.0,0.0,0,Clear,clear sky,11/20/2022 22:00,C3 District,Internal,219
,16.95,0.0,0.0,1,Clear,clear sky,11/20/2022 23:00,C3 District,Internal,130
,21.61,5.7,0.0,74,Rain,light rain,11/21/2022 00:00,C3 District,Internal,89
,20.81,0.0,0.0,14,Clear,clear sky,11/21/2022 01:00,C3 District,Internal,85
,17.5,0.0,0.0,0,Clear,clear sky,11/21/2022 02:00,C3 District,Internal,51
,13.64,0.0,0.0,13,Clear,clear sky,11/21/2022 03:00,C3 District,Internal,58
,14.95,0.0,0.0,20,Clouds,scattered clouds,11/21/2022 04:00,C3 District,Internal,71
,11.8,0.0,0.0,2,Clear,clear sky,11/21/2022 05:00,C3 District,Internal,143
,12.83,0.0,0.0,11,Clear,clear sky,11/21/2022 06:00,C3 District,Internal,370
,9.6,0.0,0.0,2,Clear,clear sky,11/21/2022 07:00,C3 District,Internal,608
,10.09,0.0,0.0,66,Clouds,few clouds,11/21/2022 08:00,C3 District,Internal,844
,9.24,0.0,0.0,73,Clouds,scattered clouds,11/21/2022 09:00,C3 District,Internal,1203
,9.55,0.0,0.0,12,Clear,clear sky,11/21/2022 10:00,C3 District,Internal,828
,11.6,0.0,0.0,4,Clear,clear sky,11/21/2022 11:00,C3 District,Internal,903
,13.42,0.0,0.0,7,Clear,clear sky,11/21/2022 12:00,C3 District,Internal,954
,13.0,0.0,0.0,1,Clear,clear sky,11/21/2022 13:00,C3 District,Internal,810
,16.34,0.0,0.0,67,Clouds,scattered clouds,11/21/2022 14:00,C3 District,Internal,931
,16.21,0.0,0.0,24,Clouds,scattered clouds,11/21/2022 15:00,C3 District,Internal,813
,19.46,0.0,0.0,5,Clear,clear sky,11/21/2022 16:00,C3 District,Internal,800
,18.11,0.0,0.0,47,Clouds,scattered clouds,11/21/2022 17:00,C3 District,Internal,890
,17.7,0.0,0.0,11,Clear,clear sky,11/21/2022 18:00,C3 District,Internal,880
,17.28,0.0,0.0,8,Clear,clear sky,11/21/2022 19:00,C3 District,Internal,551
,21.05,0.0,0.0,13,Clear,clear sky,11/21/2022 20:00,C3 District,Internal,450
,18.34,0.0,0.0,11,Clear,clear sky,11/21/2022 21:00,C3 District,Internal,318
,22.03,0.0,0.0,14,Clear,clear sky,11/21/2022 22:00,C3 District,Internal,214
,19.66,0.0,0.0,1,Clear,clear sky,11/21/2022 23:00,C3 District,Internal,143
,17.52,0.0,0.0,8,Clear,clear sky,11/22/2022 00:00,C3 District,Internal,107
,17.8,0.0,0.0,60,Clouds,few clouds,11/22/2022 01:00,C3 District,Internal,75
,17.32,0.0,0.0,7,Clear,clear sky,11/22/2022 02:00,C3 District,Internal,59
,12.32,0.0,0.0,9,Clear,clear sky,11/22/2022 03:00,C3 District,Internal,63
,12.99,0.0,0.0,5,Clear,clear sky,11/22/2022 04:00,C3 District,Internal,75
,11.75,0.0,0.0,28,Clouds,scattered clouds,11/22/2022 05:00,C3 District,Internal,145
,13.15,0.5,0.0,60,Rain,light rain,11/22/2022 06:00,C3 District,Internal,296
,11.38,0.0,0.0,67,Clouds,scattered clouds,11/22/2022 07:00,C3 District,Internal,608
,13.78,0.0,0.0,51,Clouds,scattered clouds,11/22/2022 08:00,C3 District,Internal,958
,10.24,0.0,0.0,6,Clear,clear sky,11/22/2022 09:00,C3 District,Internal,1060
,10.12,0.0,0.0,13,Clear,clear sky,11/22/2022 10:00,C3 District,Internal,919
,9.47,0.0,0.0,44,Clouds,scattered clouds,11/22/2022 11:00,C3 District,Internal,1025
,9.74,0.0,0.0,34,Clouds,few clouds,11/22/2022 12:00,C3 District,Internal,908
,16.08,3.3,0.0,70,Rain,light rain,11/22/2022 13:00,C3 District,Internal,757
,14.76,0.0,0.0,65,Clouds,scattered clouds,11/22/2022 14:00,C3 District,Internal,864
,14.2,0.0,0.0,42,Clouds,broken clouds,11/22/2022 15:00,C3 District,Internal,833
,16.57,0.0,0.0,2,Clear,clear sky,11/22/2022 16:00,C3 District,Internal,789
,20.84,0.0,0.0,14,Clear,clear sky,11/22/2022 17:00,C3 District,Internal,879
,17.98,0.0,0.0,5,Clear,clear sky,11/22/2022 18:00,C3 District,Internal,834
,16.84,0.0,0.0,4,Clear,clear sky,11/22/2022 19:00,C3 District,Internal,514
,20.57,0.0,0.0,38,Clouds,scattered clouds,11/22/2022 20:00,C3 District,Internal,381
,19.11,0.0,0.0,8,Clear,clear sky,11/22/2022 21:00,C3 District,Internal,309
,20.65,0.0,0.0,69,Clouds,few clouds,11/22/2022 22:00,C3 District,Internal,199
,18.73,0.0,0.0,66,Clouds,scattered clouds,11/22/2022 23:00,C3 District,Internal,138
,21.25,0.0,0.0,2,Clear,clear sky,11/23/2022 00:00,C3 District,Internal,94
,19.35,0.0,0.0,38,Haze,haze,11/23/2022 01:00,C3 District,Internal,61
,14.61,2.7,0.0,81,Rain,light rain,11/23/2022 02:00,C3 District,Internal,52
,16.16,0.0,0.0,54,Clouds,scattered clouds,11/23/2022 03:00,C3 District,Internal,52
,14.7,0.0,0.0,9,Clear,clear sky,11/23/2022 04:00,C3 District,Internal,76
,12.58,0.0,0.0,9,Clear,clear sky,11/23/2022 05:00,C3 District,Internal,143
,12.0,0.0,0.0,10,Clear,clear sky,11/23/2022 06:00,C3 District,Internal,332
,9.69,0.0,0.0,76,Clouds,broken clouds,11/23/2022 07:00,C3 District,Internal,654
,9.67,0.0,0.0,4,Clear,clear sky,11/23/2022 08:00,C3 District,Internal,978
,12.23,0.0,0.0,8,Clear,clear sky,11/23/2022 09:00,C3 District,Internal,1295
,10.51,0.0,0.0,12,Clear,clear sky,11/23/2022 10:00,C3 District,Internal,964
,10.82,0.0,0.0,4,Clear,clear sky,11/23/2022 11:00,C3 District,Internal,849
,11.84,0.0,0.0,24,Clouds,few clouds,11/23/2022 12:00,C3 District,Internal,934
,11.07,0.0,0.0,41,Clouds,broken clouds,11/23/2022 13:00,C3 District,Internal,848
,11.17,0.0,0.0,30,Haze,haze,11/23/2022 14:00,C3 District,Internal,902
,17.35,0.0,0.0,27,Haze,haze,11/23/2022 15:00,C3 District,Internal,697
,15.61,5.9,0.0,77,Rain,light rain,11/23/2022 16:00,C3 District,Internal,746
,19.58,0.0,0.0,45,Clouds,scattered clouds,11/23/2022 17:00,C3 District,Internal,858
,16.3,0.0,0.0,9,Clear,clear sky,11/23/2022 18:00,C3 District,Internal,758
,17.8,0.0,0.0,67,Clouds,broken clouds,11/23/2022 19:00,C3 District,Internal,504
,18.34,0.0,0.0,0,Clear,clear sky,11/23/2022 20:00,C3 District,Internal,394
,21.07,1.4,0.0,68,Rain,light rain,11/23/2022 21:00,C3 District,Internal,236
,19.34,0.0,0.0,2,Clear,clear sky,11/23/2022 22:00,C3 District,Internal,183
,20.15,0.0,0.0,22,Clouds,scattered clouds,11/23/2022 23:00,C3 District,Internal,129
,17.73,0.0,0.0,46,Clouds,broken clouds,11/24/2022 00:00,C3 District,Internal,116
,19.17,0.0,0.0,22,Clouds,scattered clouds,11/24/2022 01:00,C3 District,Internal,82
,15.65,0.0,0.0,14,Clear,clear sky,11/24/2022 02:00,C3 District,Internal,60
,14.37,0.0,0.0,7,Clear,clear sky,11/24/2022 03:00,C3 District,Internal,63
,13.48,0.0,0.0,42,Clouds,few clouds,11/24/2022 04:00,C3 District,Internal,87
,13.2,0.0,0.0,5,Clear,clear sky,11/24/2022 05:00,C3 District,Internal,151
,11.7,0.0,0.0,76,Clouds,scattered clouds,11/24/2022 06:00,C3 District,Internal,317
,9.52,0.0,0.0,7,Clear,clear sky,11/24/2022 07:00,C3 District,Internal,549
,9.1,0.0,0.0,9,Clear,clear sky,11/24/2022 08:00,C3 District,Internal,998
,6.25,0.0,0.0,37,Clouds,few clouds,11/24/2022 09:00,C3 District,Internal,1076
,13.91,0.0,0.0,0,Clear,clear sky,11/24/2022 10:00,C3 District,Internal,978
,10.83,0.0,0.0,74,Clouds,few clouds,11/24/2022 11:00,C3 District,Internal,987
,11.06,0.0,0.0,26,Clouds,scattered clouds,11/24/2022 12:00,C3 District,Internal,922
,11.39,0.0,0.0,12,Clear,clear sky,11/24/2022 13:00,C3 District,Internal,959
,14.78,0.0,0.0,41,Clouds,scattered clouds,11/24/2022 14:00,C3 District,Internal,943
,16.11,0.0,0.0,3,Clear,clear sky,11/24/2022 15:00,C3 District,Internal,740
,12.41,0.0,0.0,11,Clear,clear sky,11/24/2022 16:00,C3 District,Internal,828
,17.94,0.0,0.0,57,Clouds,scattered clouds,11/24/2022 17:00,C3 District,Internal,887
,17.84,0.0,0.0,13,Clear,clear sky,11/24/2022 18:00,C3 District,Internal,676
,19.71,0.0,0.0,4,Clear,clear sky,11/24/2022 19:00,C3 District,Internal,520
,21.37,0.0,0.0,11,Clear,clear sky,11/24/2022 20:00,C3 District,Internal,401
,18.39,0.0,0.0,10,Clear,clear sky,11/24/2022 21:00,C3 District,Internal,327
,18.14,0.0,0.0,42,Clouds,broken clouds,11/24/2022 22:00,C3 District,Internal,194
,20.21,0.0,0.0,13,Clear,clear sky,11/24/2022 23:00,C3 District,Internal,129
,17.85,0.0,0.0,12,Clear,clear sky,11/25/2022 00:00,C3 District,Internal,371
,16.42,0.0,0.0,70,Clouds,scattered clouds,11/25/2022 01:00,C3 District,Internal,251
,17.69,0.0,0.0,79,Clouds,scattered clouds,11/25/2022 02:00,C3 District,Internal,187
,14.69,0.0,0.0,55,Clouds,few clouds,11/25/2022 03:00,C3 District,Internal,174
,14.0,0.0,0.0,1,Clear,clear sky,11/25/2022 04:00,C3 District,Internal,165
,11.91,0.0,0.0,3,Clear,clear sky,11/25/2022 05:00,C3 District,Internal,268
,9.09,0.0,0.0,12,Clear,clear sky,11/25/2022 06:00,C3 District,Internal,442
,10.26,0.0,0.0,1,Clear,clear sky,11/25/2022 07:00,C3 District,Internal,646
,8.22,0.0,0.0,4,Clear,clear sky,11/25/2022 08:00,C3 District,Internal,672
,11.4,0.0,0.0,4,Clear,clear sky,11/25/2022 09:00,C3 District,Internal,750
,10.39,0.0,0.0,49,Dust,sand/dust whirls,11/25/2022 10:00,C3 District,Internal,703
,15.01,0.0,0.0,13,Clear,clear sky,11/25/2022 11:00,C3 District,Internal,1024
,14.35,0.0,0.0,11,Clear,clear sky,11/25/2022 12:00,C3 District,Internal,948
,9.24,0.0,0.0,64,Clouds,scattered clouds,11/25/2022 13:00,C3 District,Internal,906
,14.54,0.0,0.0,10,Clear,clear sky,11/25/2022 14:00,C3 District,Internal,848
,16.1,0.0,0.0,8,Clear,clear sky,11/25/2022 15:00,C3 District,Internal,913
,18.37,2.3,0.0,84,Rain,light rain,11/25/2022 16:00,C3 District,Internal,807
,16.66,0.0,0.0,44,Clouds,scattered clouds,11/25/2022 17:00,C3 District,Internal,824
,15.9,0.0,0.0,10,Clear,clear sky,11/25/2022 18:00,C3 District,Internal,1168
,18.84,0.0,0.0,54,Clouds,scattered clouds,11/25/2022 19:00,C3 District,Internal,1017
,20.7,0.0,0.0,27,Clouds,few clouds,11/25/2022 20:00,C3 District,Internal,1007
,21.73,4.2,0.0,97,Rain,light rain,11/25/2022 21:00,C3 District,Internal,815
,19.33,0.0,0.0,60,Clouds,scattered clouds,11/25/2022 22:00,C3 District,Internal,626
,19.19,0.0,0.0,8,Clear,clear sky,11/25/2022 23:00,C3 District,Internal,432
,18.75,0.0,0.0,0,Clear,clear sky,11/26/2022 00:00,C3 District,Internal,352
,17.84,0.0,0.0,55,Clouds,scattered clouds,11/26/2022 01:00,C3 District,Internal,271
,18.36,0.0,0.0,5,Clear,clear sky,11/26/2022 02:00,C3 District,Internal,205
,14.95,0.0,0.0,1,Clear,clear sky,11/26/2022 03:00,C3 District,Internal,160
,14.11,0.0,0.0,42,Clouds,scattered clouds,11/26/2022 04:00,C3 District,Internal,194
,12.17,0.0,0.0,13,Clear,clear sky,11/26/2022 05:00,C3 District,Internal,256
,7.05,0.0,0.0,6,Clear,clear sky,11/26/2022 06:00,C3 District,Internal,469
,11.14,0.0,0.0,54,Clouds,few clouds,11/26/2022 07:00,C3 District,Internal,571
,7.95,0.0,0.0,42,Clouds,scattered clouds,11/26/2022 08:00,C3 District,Internal,683
,10.96,0.0,0.0,71,Clouds,scattered clouds,11/26/2022 09:00,C3 District,Internal,906
,13.44,0.0,0.0,31,Clouds,few clouds,11/26/2022 10:00,C3 District,Internal,1031
,6.16,0.0,0.0,2,Clear,clear sky,11/26/2022 11:00,C3 District,Internal,966
,11.42,0.0,0.0,12,Clear,clear sky,11/26/2022 12:00,C3 District,Internal,1003
,11.46,0.0,0.0,22,Clouds,scattered clouds,11/26/2022 13:00,C3 District,Internal,1007
,13.67,0.0,0.0,55,Clouds,scattered clouds,11/26/2022 14:00,C3 District,Internal,915
,14.28,0.0,0.0,76,Clouds,scattered clouds,11/26/2022 15:00,C3 District,Internal,870
,16.95,0.0,0.0,7,Clear,clear sky,11/26/2022 16:00,C3 District,Internal,793
,13.62,0.0,0.0,10,Clear,clear sky,11/26/2022 17:00,C3 District,Internal,857
,18.23,0.0,0.0,4,Clear,clear sky,11/26/2022 18:00,C3 District,Internal,1104
,17.43,0.0,0.0,7,Clear,clear sky,11/26/2022 19:00,C3 District,Internal,1006
,19.62,0.0,0.0,11,Clear,clear sky,11/26/2022 20:00,C3 District,Internal,1156
,18.07,0.0,0.0,1,Clear,clear sky,11/26/2022 21:00,C3 District,Internal,896
,19.95,0.7,0.0,99,Rain,light rain,11/26/2022 22:00,C3 District,Internal,551
,17.23,0.0,0.0,33,Clouds,scattered clouds,11/26/2022 23:00,C3 District,Internal,499
,16.79,0.0,0.0,11,Clear,clear sky,11/27/2022 00:00,C3 District,Internal,91
,17.94,0.0,0.0,0,Clear,clear sky,11/27/2022 01:00,C3 District,Internal,77
,14.86,0.0,0.0,58,Clouds,scattered clouds,11/27/2022 02:00,C3 District,Internal,61
,15.24,0.0,0.0,5,Clear,clear sky,11/27/2022 03:00,C3 District,Internal,64
,15.02,0.0,0.0,31,Clouds,scattered clouds,11/27/2022 04:00,C3 District,Internal,72
,10.91,0.0,0.0,49,Clouds,scattered clouds,11/27/2022 05:00,C3 District,Internal,141
,12.9,0.0,0.0,1,Clear,clear sky,11/27/2022 06:00,C3 District,Internal,372
,11.43,0.0,0.0,55,Clouds,scattered clouds,11/27/2022 07:00,C3 District,Internal,646
,10.2,4.8,0.0,71,Rain,light rain,11/27/2022 08:00,C3 District,Internal,723
,9.72,0.0,0.0,2,Clear,clear sky,11/27/2022 09:00,C3 District,Internal,999
,12.0,0.0,0.0,76,Clouds,broken clouds,11/27/2022 10:00,C3 District,Internal,856
,10.8,0.0,0.0,26,Clouds,scattered clouds,11/27/2022 11:00,C3 District,Internal,983
,10.83,0.0,0.0,62,Clouds,scattered clouds,11/27/2022 12:00,C3 District,Internal,826
,11.68,1.6,0.0,99,Rain,light rain,11/27/2022 13:00,C3 District,Internal,849
,11.53,0.0,0.0,5,Clear,clear sky,11/27/2022 14:00,C3 District,Internal,899
,14.43,0.0,0.0,7,Clear,clear sky,11/27/2022 15:00,C3 District,Internal,832
,16.64,0.0,0.0,10,Clear,clear sky,11/27/2022 16:00,C3 District,Internal,828
,16.7,1.7,0.0,99,Rain,light rain,11/27/2022 17:00,C3 District,Internal,762
,19.42,4.6,0.0,71,Rain,light rain,11/27/2022 18:00,C3 District,Internal,558
,19.9,0.0,0.0,10,Clear,clear sky,11/27/2022 19:00,C3 District,Internal,536
,19.54,0.0,0.0,8,Clear,clear sky,11/27/2022 20:00,C3 District,Internal,393
,20.31,0.0,0.0,3,Clear,clear sky,11/27/2022 21:00,C3 District,Internal,303
,20.92,0.0,0.0,5,Clear,clear sky,11/27/2022 22:00,C3 District,Internal,208
,17.6,0.0,0.0,10,Clear,clear sky,11/27/2022 23:00,C3 District,Internal,154
,16.3,0.0,0.0,44,Haze,haze,11/28/2022 00:00,C3 District,Internal,96
,15.72,1.2,0.0,78,Rain,moderate rain,11/28/2022 01:00,C3 District,Internal,63
,15.93,0.0,0.0,12,Clear,clear sky,11/28/2022 02:00,C3 District,Internal,60
,15.21,0.0,0.0,62,Clouds,few clouds,11/28/2022 03:00,C3 District,Internal,63
,12.43,0.0,0.0,23,Clouds,few clouds,11/28/2022 04:00,C3 District,Internal,79
,12.08,0.0,0.0,73,Clouds,scattered clouds,11/28/2022 05:00,C3 District,Internal,133
,11.06,0.0,0.0,22,Clouds,scattered clouds,11/28/2022 06:00,C3 District,Internal,344
,10.24,0.0,0.0,4,Clear,clear sky,11/28/2022 07:00,C3 District,Internal,665
,11.25,0.0,0.0,1,Clear,clear sky,11/28/2022 08:00,C3 District,Internal,1019
,8.67,0.0,0.0,30,Clouds,scattered clouds,11/28/2022 09:00,C3 District,Internal,1021
,9.45,0.0,0.0,14,Clear,clear sky,11/28/2022 10:00,C3 District,Internal,951
,11.95,0.0,0.0,13,Clear,clear sky,11/28/2022 11:00,C3 District,Internal,875
,10.67,3.2,0.0,85,Rain,light rain,11/28/2022 12:00,C3 District,Internal,672
,15.08,0.0,0.0,12,Clear,clear sky,11/28/2022 13:00,C3 District,Internal,942
,14.77,0.0,0.0,6,Clear,clear sky,11/28/2022 14:00,C3 District,Internal,877
,13.53,0.0,0.0,30,Dust,sand/dust whirls,11/28/2022 15:00,C3 District,Internal,704
,14.98,0.0,0.0,8,Clear,clear sky,11/28/2022 16:00,C3 District,Internal,815
,15.18,0.0,0.0,55,Clouds,scattered clouds,11/28/2022 17:00,C3 District,Internal,809
,20.68,0.0,0.0,25,Haze,haze,11/28/2022 18:00,C3 District,Internal,654
,18.73,1.0,0.0,71,Rain,light rain,11/28/2022 19:00,C3 District,Internal,436
,16.39,0.0,0.0,0,Clear,clear sky,11/28/2022 20:00,C3 District,Internal,486
,19.13,0.0,0.0,49,Clouds,few clouds,11/28/2022 21:00,C3 District,Internal,269
,19.71,0.0,0.0,4,Clear,clear sky,11/28/2022 22:00,C3 District,Internal,192
,18.91,0.0,0.0,2,Clear,clear sky,11/28/2022 23:00,C3 District,Internal,147
,16.3,0.0,0.0,12,Clear,clear sky,11/29/2022 00:00,C3 District,Internal,107
,16.23,0.0,0.0,30,Clouds,scattered clouds,11/29/2022 01:00,C3 District,Internal,73
,14.18,0.0,0.0,1,Clear,clear sky,11/29/2022 02:00,C3 District,Internal,55
,15.34,0.0,0.0,59,Clouds,scattered clouds,11/29/2022 03:00,C3 District,Internal,59
,12.48,0.0,0.0,68,Clouds,scattered clouds,11/29/2022 04:00,C3 District,Internal,78
,12.14,0.0,0.0,22,Clouds,scattered clouds,11/29/2022 05:00,C3 District,Internal,164
,11.2,0.0,0.0,76,Clouds,few clouds,11/29/2022 06:00,C3 District,Internal,344
,8.97,0.0,0.0,55,Clouds,few clouds,11/29/2022 07:00,C3 District,Internal,729
,10.82,0.0,0.0,10,Clear,clear sky,11/29/2022 08:00,C3 District,Internal,872
,8.82,0.0,0.0,11,Clear,clear sky,11/29/2022 09:00,C3 District,Internal,1079
,8.72,0.0,0.0,4,Clear,clear sky,11/29/2022 10:00,C3 District,Internal,1113
,10.08,0.0,0.0,42,Haze,haze,11/29/2022 11:00,C3 District,Internal,924
,10.13,0.0,0.0,1,Clear,clear sky,11/29/2022 12:00,C3 District,Internal,830
,12.92,0.0,0.0,3,Clear,clear sky,11/29/2022 13:00,C3 District,Internal,1061
,12.9,0.0,0.0,2,Clear,clear sky,11/29/2022 14:00,C3 District,Internal,775
,13.99,0.0,0.0,79,Clouds,broken clouds,11/29/2022 15:00,C3 District,Internal,820
,14.38,0.0,0.0,28,Clouds,few clouds,11/29/2022 16:00,C3 District,Internal,756
,18.73,0.0,0.0,2,Clear,clear sky,11/29/2022 17:00,C3 District,Internal,960
,18.62,0.0,0.0,57,Clouds,broken clouds,11/29/2022 18:00,C3 District,Internal,630
,18.85,0.0,0.0,14,Clear,clear sky,11/29/2022 19:00,C3 District,Internal,474
,17.91,0.0,0.0,14,Clear,clear sky,11/29/2022 20:00,C3 District,Internal,384
,19.65,0.0,0.0,9,Clear,clear sky,11/29/2022 21:00,C3 District,Internal,311
,19.01,0.0,0.0,4,Clear,clear sky,11/29/2022 22:00,C3 District,Internal,183
,18.69,0.0,0.0,36,Dust,sand/dust whirls,11/29/2022 23:00,C3 District,Internal,119
,15.85,0.0,0.0,69,Clouds,scattered clouds,11/30/2022 00:00,C3 District,Internal,92
,17.09,0.0,0.0,8,Clear,clear sky,11/30/2022 01:00,C3 District,Internal,93
,16.22,0.0,0.0,0,Clear,clear sky,11/30/2022 02:00,C3 District,Internal,59
,14.24,0.0,0.0,18,Haze,haze,11/30/2022 03:00,C3 District,Internal,58
,14.85,0.0,0.0,7,Clear,clear sky,11/30/2022 04:00,C3 District,Internal,83
,14.17,0.0,0.0,8,Clear,clear sky,11/30/2022 05:00,C3 District,Internal,138
,12.32,0.0,0.0,7,Clear,clear sky,11/30/2022 06:00,C3 District,Internal,376
,8.57,0.0,0.0,14,Clear,clear sky,11/30/2022 07:00,C3 District,Internal,654
,8.18,0.0,0.0,58,Clouds,few clouds,11/30/2022 08:00,C3 District,Internal,955
,10.58,0.0,0.0,13,Clear,clear sky,11/30/2022 09:00,C3 District,Internal,1043
,8.28,0.0,0.0,52,Clouds,scattered clouds,11/30/2022 10:00,C3 District,Internal,938
,10.05,0.0,0.0,50,Clouds,scattered clouds,11/30/2022 11:00,C3 District,Internal,1116
,9.92,0.0,0.0,28,Clouds,scattered clouds,11/30/2022 12:00,C3 District,Internal,916
,11.48,0.0,0.0,16,Haze,haze,11/30/2022 13:00,C3 District,Internal,977
,14.81,0.0,0.0,7,Clear,clear sky,11/30/2022 14:00,C3 District,Internal,800
,13.6,0.0,0.0,11,Clear,clear sky,11/30/2022 15:00,C3 District,Internal,846
,17.27,0.0,0.0,70,Clouds,few clouds,11/30/2022 16:00,C3 District,Internal,857
,16.54,0.0,0.0,9,Clear,clear sky,11/30/2022 17:00,C3 District,Internal,893
,15.6,0.0,0.0,20,Dust,sand/dust whirls,11/30/2022 18:00,C3 District,Internal,574
,19.55,0.0,0.0,4,Clear,clear sky,11/30/2022 19:00,C3 District,Internal,628
,19.44,0.0,0.0,1,Clear,clear sky,11/30/2022 20:00,C3 District,Internal,393
,18.85,0.0,0.0,0,Clear,clear sky,11/30/2022 21:00,C3 District,Internal,326
,18.2,0.0,0.0,51,Clouds,few clouds,11/30/2022 22:00,C3 District,Internal,198
,19.07,0.0,0.0,57,Clouds,few clouds,11/30/2022 23:00,C3 District,Internal,138
,18.12,0.0,0.0,5,Clear,clear sky,12/01/2022 00:00,C3 District,Internal,101
,17.13,0.0,0.0,9,Clear,clear sky,12/01/2022 01:00,C3 District,Internal,83
,15.19,0.0,0.0,12,Clear,clear sky,12/01/2022 02:00,C3 District,Internal,66
,14.11,0.0,0.0,5,Clear,clear sky,12/01/2022 03:00,C3 District,Internal,57
,10.04,0.0,0.0,1,Clear,clear sky,12/01/2022 04:00,C3 District,Internal,68
,13.87,0.0,0.0,54,Clouds,scattered clouds,12/01/2022 05:00,C3 District,Internal,155
,11.26,0.0,0.0,75,Clouds,broken clouds,12/01/2022 06:00,C3 District,Internal,316
,9.0,0.0,0.0,11,Clear,clear sky,12/01/2022 07:00,C3 District,Internal,681
,7.69,0.0,0.0,14,Clear,clear sky,12/01/2022 08:00,C3 District,Internal,1090
,10.97,0.0,0.0,45,Clouds,scattered clouds,12/01/2022 09:00,C3 District,Internal,1222
,9.9,0.0,0.0,11,Clear,clear sky,12/01/2022 10:00,C3 District,Internal,944
,8.95,0.0,0.0,34,Clouds,few clouds,12/01/2022 11:00,C3 District,Internal,893
,10.03,0.0,0.0,2,Clear,clear sky,12/01/2022 12:00,C3 District,Internal,861
,12.22,0.0,0.0,27,Clouds,scattered clouds,12/01/2022 13:00,C3 District,Internal,911
,14.83,0.0,0.0,4,Clear,clear sky,12/01/2022 14:00,C3 District,Internal,888
,15.2,0.0,0.0,5,Clear,clear sky,12/01/2022 15:00,C3 District,Internal,902
,14.86,0.4,0.0,78,Rain,moderate rain,12/01/2022 16:00,C3 District,Internal,750
,17.5,0.0,0.0,9,Clear,clear sky,12/01/2022 17:00,C3 District,Internal,868
,18.32,0.0,0.0,79,Clouds,broken clouds,12/01/2022 18:00,C3 District,Internal,672
,17.81,0.0,0.0,9,Clear,clear sky,12/01/2022 19:00,C3 District,Internal,461
,17.63,0.0,0.0,9,Clear,clear sky,12/01/2022 20:00,C3 District,Internal,384
,17.43,0.0,0.0,7,Clear,clear sky,12/01/2022 21:00,C3 District,Internal,310
,18.15,0.0,0.0,1,Clear,clear sky,12/01/2022 22:00,C3 District,Internal,196
,19.97,0.0,0.0,1,Clear,clear sky,12/01/2022 23:00,C3 District,Internal,160
,16.69,0.0,0.0,8,Clear,clear sky,12/02/2022 00:00,C3 District,Internal,296
,16.91,0.0,0.0,44,Clouds,scattered clouds,12/02/2022 01:00,C3 District,Internal,273
